Time (s) Run #1,Position (mm) Run #1,Light Intensity (%) Run #1,Log of Light Intensity Run #1,,,,"ampiezza fenditure: 0,08 mm"
"12,98","50,38","1,3","2,1",,,,
13,"50,47","1,4","2,1",,,,
"13,02","50,56","1,4","2,1",,,,
"13,04","50,64","1,3","2,1",,,,
"13,06","50,7","1,2","2,1",,,,
"13,08","50,78","1,1",2,,,,
"13,1","50,85","0,9",2,,,,
"13,12","50,92","0,8","1,9",,,,
"13,14",51,"0,7","1,9",,,,
"13,16","51,08","0,7","1,8",,,,
"13,18","51,15","0,7","1,9",,,,
"13,2","51,24","0,8","1,9",,,,
"13,22","51,32","0,9",2,,,,
"13,24","51,4","1,1","2,1",,,,
"13,26","51,49","1,3","2,1",,,,
"13,28","51,56","1,4","2,1",,,,
"13,3","51,64","1,4","2,1",,,,
"13,32","51,71","1,3","2,1",,,,
"13,34","51,77","1,2","2,1",,,,
"13,36","51,83","1,1","2,1",,,,
"13,38","51,9",1,2,,,,
"13,4","51,95","0,9",2,,,,
"13,42","52,01","0,8","1,9",,,,
"13,44","52,07","0,8","1,9",,,,
"13,46","52,13","0,7","1,9",,,,
"13,48","52,19","0,7","1,8",,,,
"13,5","52,25","0,7","1,9",,,,
"13,52","52,31","0,8","1,9",,,,
"13,54","52,37","0,8","1,9",,,,
"13,56","52,42","0,9","1,9",,,,
"13,58","52,47","0,9",2,,,,
"13,6","52,53",1,2,,,,
"13,62","52,58",1,2,,,,
"13,64","52,65","1,1",2,,,,
"13,66","52,73","1,1",2,,,,
"13,68","52,81","1,1",2,,,,
"13,7","52,9",1,2,,,,
"13,72",53,"0,9",2,,,,
"13,74","53,11","0,8","1,9",,,,
"13,76","53,22","0,7","1,8",,,,
"13,78","53,33","0,7","1,9",,,,
"13,8","53,44","0,7","1,9",,,,
"13,82","53,54","0,7","1,9",,,,
"13,84","53,62","0,8","1,9",,,,
"13,86","53,69","0,8","1,9",,,,
"13,88","53,75","0,8","1,9",,,,
"13,9","53,81","0,8","1,9",,,,
"13,92","53,88","0,7","1,9",,,,
"13,94","53,95","0,7","1,9",,,,
"13,96","54,05","0,7","1,9",,,,
"13,98","54,16","0,7","1,8",,,,
14,"54,29","0,7","1,8",,,,
"14,02","54,41","0,7","1,9",,,,
"14,04","54,5","0,7","1,8",,,,
"14,06","54,57","0,7","1,8",,,,
"14,08","54,65","0,7","1,9",,,,
"14,1","54,74","0,7","1,8",,,,
"14,12","54,83","0,7","1,9",,,,
"14,14","54,92","0,7","1,9",,,,
"14,16","55,01","0,8","1,9",,,,
"14,18","55,09","0,8","1,9",,,,
"14,2","55,17","0,8","1,9",,,,
"14,22","55,25","0,8","1,9",,,,
"14,24","55,32","0,8","1,9",,,,
"14,26","55,4","0,8","1,9",,,,
"14,28","55,48","0,7","1,9",,,,
"14,3","55,55","0,7","1,9",,,,
"14,32","55,62","0,7","1,9",,,,
"14,34","55,7","0,7","1,9",,,,
"14,36","55,77","0,8","1,9",,,,
"14,38","55,83","0,8","1,9",,,,
"14,4","55,89","0,9",2,,,,
"14,42","55,95",1,2,,,,
"14,44","56,01","1,1",2,,,,
"14,46","56,08","1,2","2,1",,,,
"14,48","56,14","1,3","2,1",,,,
"14,5","56,2","1,3","2,1",,,,
"14,52","56,26","1,3","2,1",,,,
"14,54","56,32","1,3","2,1",,,,
"14,56","56,39","1,2","2,1",,,,
"14,58","56,47","1,1",2,,,,
"14,6","56,55",1,2,,,,
"14,62","56,64","0,8","1,9",,,,
"14,64","56,74","0,7","1,8",,,,
"14,66","56,83","0,7","1,8",,,,
"14,68","56,94","0,8","1,9",,,,
"14,7","57,05","1,1",2,,,,
"14,72","57,17","1,5","2,2",,,,
"14,74","57,3","1,8","2,3",,,,
"14,76","57,44",2,"2,3",,,,
"14,78","57,57","1,7","2,2",,,,
"14,8","57,7","1,2","2,1",,,,
"14,82","57,82","0,8","1,9",,,,
"14,84","57,92","0,7","1,8",,,,
"14,86","57,99","0,7","1,9",,,,
"14,88","58,06","0,8","1,9",,,,
"14,9","58,12",1,2,,,,
"14,92","58,17","1,1",2,,,,
"14,94","58,22","1,2","2,1",,,,
"14,96","58,28","1,4","2,1",,,,
"14,98","58,34","1,6","2,2",,,,
15,"58,41","1,8","2,3",,,,
"15,02","58,49",2,"2,3",,,,
"15,04","58,58","2,1","2,3",,,,
"15,06","58,68","2,1","2,3",,,,
"15,08","58,79","1,8","2,3",,,,
"15,1","58,89","1,4","2,2",,,,
"15,12","58,98","1,1",2,,,,
"15,14","59,07","0,8","1,9",,,,
"15,16","59,14","0,7","1,8",,,,
"15,18","59,2","0,7","1,9",,,,
"15,2","59,24","0,8","1,9",,,,
"15,22","59,28","0,8","1,9",,,,
"15,24","59,35",1,2,,,,
"15,26","59,42","1,2","2,1",,,,
"15,28","59,49","1,4","2,1",,,,
"15,3","59,56","1,6","2,2",,,,
"15,32","59,61","1,6","2,2",,,,
"15,34","59,67","1,7","2,2",,,,
"15,36","59,74","1,7","2,2",,,,
"15,38","59,81","1,6","2,2",,,,
"15,4","59,88","1,5","2,2",,,,
"15,42","59,95","1,3","2,1",,,,
"15,44","60,02","1,1",2,,,,
"15,46","60,08","0,9",2,,,,
"15,48","60,15","0,8","1,9",,,,
"15,5","60,21","0,7","1,9",,,,
"15,52","60,28","0,7","1,9",,,,
"15,54","60,35","0,7","1,9",,,,
"15,56","60,42","0,8","1,9",,,,
"15,58","60,49","0,8","1,9",,,,
"15,6","60,56","0,9","1,9",,,,
"15,62","60,63","0,9",2,,,,
"15,64","60,7",1,2,,,,
"15,66","60,78",1,2,,,,
"15,68","60,87","0,9",2,,,,
"15,7","60,95","0,9",2,,,,
"15,72","61,03","0,8","1,9",,,,
"15,74","61,12","0,8","1,9",,,,
"15,76","61,19","0,8","1,9",,,,
"15,78","61,27","0,7","1,9",,,,
"15,8","61,34","0,7","1,9",,,,
"15,82","61,4","0,7","1,9",,,,
"15,84","61,46","0,7","1,9",,,,
"15,86","61,5","0,7","1,9",,,,
"15,88","61,55","0,7","1,9",,,,
"15,9","61,59","0,7","1,9",,,,
"15,92","61,62","0,7","1,9",,,,
"15,94","61,66","0,7","1,9",,,,
"15,96","61,69","0,7","1,9",,,,
"15,98","61,73","0,7","1,9",,,,
16,"61,77","0,7","1,9",,,,
"16,02","61,81","0,7","1,9",,,,
"16,04","61,86","0,8","1,9",,,,
"16,06","61,91","0,7","1,9",,,,
"16,08","61,97","0,8","1,9",,,,
"16,1","62,03","0,8","1,9",,,,
"16,12","62,1","0,8","1,9",,,,
"16,14","62,17","0,9","1,9",,,,
"16,16","62,24","0,9","1,9",,,,
"16,18","62,32","0,9","1,9",,,,
"16,2","62,4","0,9","1,9",,,,
"16,22","62,48","0,8","1,9",,,,
"16,24","62,56","0,8","1,9",,,,
"16,26","62,64","0,8","1,9",,,,
"16,28","62,71","0,8","1,9",,,,
"16,3","62,77","0,9",2,,,,
"16,32","62,83","1,1",2,,,,
"16,34","62,88","1,2","2,1",,,,
"16,36","62,93","1,4","2,1",,,,
"16,38","62,99","1,5","2,2",,,,
"16,4","63,05","1,7","2,2",,,,
"16,42","63,13","1,9","2,3",,,,
"16,44","63,23","2,1","2,3",,,,
"16,46","63,35","2,1","2,3",,,,
"16,48","63,5","1,7","2,2",,,,
"16,5","63,66",1,2,,,,
"16,52","63,84","0,5","1,7",,,,
"16,54","63,98","1,2","2,1",,,,
"16,56","64,1","2,6","2,4",,,,
"16,58","64,19","3,6","2,6",,,,
"16,6","64,26","3,7","2,6",,,,
"16,62","64,33","3,7","2,6",,,,
"16,64","64,41","3,8","2,6",,,,
"16,66","64,51","3,6","2,6",,,,
"16,68","64,62","2,7","2,4",,,,
"16,7","64,72","1,5","2,2",,,,
"16,72","64,8","0,7","1,8",,,,
"16,74","64,87","0,7","1,8",,,,
"16,76","64,94",1,2,,,,
"16,78","65,01","1,2","2,1",,,,
"16,8","65,09","1,7","2,2",,,,
"16,82","65,16","2,6","2,4",,,,
"16,84","65,24","3,4","2,5",,,,
"16,86","65,31","4,2","2,6",,,,
"16,88","65,38","4,7","2,7",,,,
"16,9","65,45","4,9","2,7",,,,
"16,92","65,52","4,8","2,7",,,,
"16,94","65,59","4,4","2,6",,,,
"16,96","65,66","3,8","2,6",,,,
"16,98","65,73",3,"2,5",,,,
17,"65,8","2,2","2,3",,,,
"17,02","65,87","1,6","2,2",,,,
"17,04","65,93","1,1",2,,,,
"17,06","65,99","0,8","1,9",,,,
"17,08","66,06","0,8","1,9",,,,
"17,1","66,12",1,2,,,,
"17,12","66,18","1,4","2,1",,,,
"17,14","66,25",2,"2,3",,,,
"17,16","66,31","2,6","2,4",,,,
"17,18","66,38","3,1","2,5",,,,
"17,2","66,44","3,6","2,6",,,,
"17,22","66,5",4,"2,6",,,,
"17,24","66,57","4,2","2,6",,,,
"17,26","66,64","4,1","2,6",,,,
"17,28","66,71","3,8","2,6",,,,
"17,3","66,79","3,3","2,5",,,,
"17,32","66,88","2,5","2,4",,,,
"17,34","66,98","1,7","2,2",,,,
"17,36","67,07",1,2,,,,
"17,38","67,16","0,7","1,9",,,,
"17,4","67,25","0,8","1,9",,,,
"17,42","67,35",1,2,,,,
"17,44","67,46","1,4","2,2",,,,
"17,46","67,56","1,9","2,3",,,,
"17,48","67,65","2,2","2,3",,,,
"17,5","67,75","2,2","2,3",,,,
"17,52","67,83","1,9","2,3",,,,
"17,54","67,92","1,7","2,2",,,,
"17,56","68,03","1,4","2,2",,,,
"17,58","68,14",1,2,,,,
"17,6","68,26","0,7","1,9",,,,
"17,62","68,39","0,7","1,9",,,,
"17,64","68,52","0,9","1,9",,,,
"17,66","68,64",1,2,,,,
"17,68","68,75","0,9",2,,,,
"17,7","68,83","0,9","1,9",,,,
"17,72","68,89","0,9","1,9",,,,
"17,74","68,94","0,9",2,,,,
"17,76",69,"0,9",2,,,,
"17,78","69,08",1,2,,,,
"17,8","69,15",1,2,,,,
"17,82","69,23","1,1","2,1",,,,
"17,84","69,29","1,2","2,1",,,,
"17,86","69,35","1,2","2,1",,,,
"17,88","69,42","1,2","2,1",,,,
"17,9","69,48","1,2","2,1",,,,
"17,92","69,54","1,1",2,,,,
"17,94","69,6",1,2,,,,
"17,96","69,67",1,2,,,,
"17,98","69,74",1,2,,,,
18,"69,81","1,2","2,1",,,,
"18,02","69,88","1,6","2,2",,,,
"18,04","69,95","2,3","2,4",,,,
"18,06","70,03","3,2","2,5",,,,
"18,08","70,1","4,2","2,6",,,,
"18,1","70,15","5,1","2,7",,,,
"18,12","70,2","5,6","2,7",,,,
"18,14","70,25","5,9","2,8",,,,
"18,16","70,32","6,2","2,8",,,,
"18,18","70,38","6,1","2,8",,,,
"18,2","70,44","5,6","2,8",,,,
"18,22","70,51","4,8","2,7",,,,
"18,24","70,58","3,5","2,5",,,,
"18,26","70,65","2,2","2,3",,,,
"18,28","70,72","1,3","2,1",,,,
"18,3","70,8","1,2","2,1",,,,
"18,32","70,87","1,9","2,3",,,,
"18,34","70,95","3,8","2,6",,,,
"18,36","71,01","6,6","2,8",,,,
"18,38","71,08","9,7",3,,,,
"18,4","71,14","13,1","3,1",,,,
"18,42","71,21","16,3","3,2",,,,
"18,44","71,26","18,8","3,3",,,,
"18,46","71,32","20,4","3,3",,,,
"18,48","71,38",21,"3,3",,,,
"18,5","71,45","20,6","3,3",,,,
"18,52","71,51","18,9","3,3",,,,
"18,54","71,57","15,8","3,2",,,,
"18,56","71,63","12,4","3,1",,,,
"18,58","71,7","9,1",3,,,,
"18,6","71,76","5,9","2,8",,,,
"18,62","71,82","3,1","2,5",,,,
"18,64","71,88","1,5","2,2",,,,
"18,66","71,95","1,7","2,2",,,,
"18,68","72,01",4,"2,6",,,,
"18,7","72,08","8,4","2,9",,,,
"18,72","72,14","14,5","3,2",,,,
"18,74","72,2","21,6","3,3",,,,
"18,76","72,26","28,6","3,5",,,,
"18,78","72,32","34,6","3,5",,,,
"18,8","72,37","39,9","3,6",,,,
"18,82","72,43","43,9","3,6",,,,
"18,84","72,48","45,3","3,7",,,,
"18,86","72,53","44,8","3,7",,,,
"18,88","72,59","42,8","3,6",,,,
"18,9","72,64","38,5","3,6",,,,
"18,92","72,69","32,5","3,5",,,,
"18,94","72,74","26,1","3,4",,,,
"18,96","72,79","19,6","3,3",,,,
"18,98","72,85","12,8","3,1",,,,
19,"72,91","6,8","2,8",,,,
"19,02","72,98","2,4","2,4",,,,
"19,04","73,05","1,2","2,1",,,,
"19,06","73,14","5,1","2,7",,,,
"19,08","73,22","15,6","3,2",,,,
"19,1","73,31","31,6","3,5",,,,
"19,12","73,41","48,9","3,7",,,,
"19,14","73,5","64,1","3,8",,,,
"19,16","73,58","73,5","3,9",,,,
"19,18","73,66",74,"3,9",,,,
"19,2","73,73","66,9","3,8",,,,
"19,22","73,8","56,1","3,7",,,,
"19,24","73,89","42,5","3,6",,,,
"19,26",74,"23,6","3,4",,,,
"19,28","74,13","1,7","2,2",,,,
"19,3","74,27","0,1","0,7",,,,
"19,32","74,39","16,2","3,2",,,,
"19,34","74,49",54,"3,7",,,,
"19,36","74,57","81,7","3,9",,,,
"19,38","74,64","88,1","3,9",,,,
"19,4","74,71","87,6","3,9",,,,
"19,42","74,76","90,7",4,,,,
"19,44","74,82","90,8",4,,,,
"19,46","74,89",82,"3,9",,,,
"19,48","74,96","65,7","3,8",,,,
"19,5","75,03","45,7","3,7",,,,
"19,52","75,11","26,7","3,4",,,,
"19,54","75,17","12,5","3,1",,,,
"19,56","75,22","6,3","2,8",,,,
"19,58","75,28","3,8","2,6",,,,
"19,6","75,35","2,2","2,3",,,,
"19,62","75,43","7,4","2,9",,,,
"19,64","75,51","24,2","3,4",,,,
"19,66","75,58","45,8","3,7",,,,
"19,68","75,65","64,2","3,8",,,,
"19,7","75,71","77,1","3,9",,,,
"19,72","75,77","87,5","3,9",,,,
"19,74","75,84","95,5",4,,,,
"19,76","75,91","97,5",4,,,,
"19,78","75,98",94,4,,,,
"19,8","76,05","82,7","3,9",,,,
"19,82","76,12","65,1","3,8",,,,
"19,84","76,2","44,6","3,6",,,,
"19,86","76,27","26,1","3,4",,,,
"19,88","76,34","13,3","3,1",,,,
"19,9","76,4","4,9","2,7",,,,
"19,92","76,47","0,8","1,9",,,,
"19,94","76,54","3,2","2,5",,,,
"19,96","76,61","11,8","3,1",,,,
"19,98","76,68","26,3","3,4",,,,
20,"76,76","44,9","3,7",,,,
"20,02","76,84","63,5","3,8",,,,
"20,04","76,92","78,5","3,9",,,,
"20,06","76,99","87,2","3,9",,,,
"20,08","77,08","88,7","3,9",,,,
"20,1","77,18",82,"3,9",,,,
"20,12","77,29","63,9","3,8",,,,
"20,14","77,42","33,9","3,5",,,,
"20,16","77,56","3,2","2,5",,,,
"20,18","77,72",0,"0,5",,,,
"20,2","77,87","6,8","2,8",,,,
"20,22","78,01","40,5","3,6",,,,
"20,24","78,15",73,"3,9",,,,
"20,26","78,27",76,"3,9",,,,
"20,28","78,38","56,8","3,8",,,,
"20,3","78,47","39,4","3,6",,,,
"20,32","78,56",30,"3,5",,,,
"20,34","78,64","19,9","3,3",,,,
"20,36","78,71",8,"2,9",,,,
"20,38","78,79","0,6","1,8",,,,
"20,4","78,87","0,5","1,7",,,,
"20,42","78,97","4,5","2,7",,,,
"20,44","79,09","13,6","3,1",,,,
"20,46","79,2","27,7","3,4",,,,
"20,48","79,29","39,2","3,6",,,,
"20,5","79,38","42,4","3,6",,,,
"20,52","79,45","40,1","3,6",,,,
"20,54","79,53",37,"3,6",,,,
"20,56","79,62","31,9","3,5",,,,
"20,58","79,7","22,9","3,4",,,,
"20,6","79,78",13,"3,1",,,,
"20,62","79,87","6,2","2,8",,,,
"20,64","79,95","2,3","2,4",,,,
"20,66","80,04","0,5","1,7",,,,
"20,68","80,12","1,4","2,2",,,,
"20,7","80,2","4,6","2,7",,,,
"20,72","80,27","8,6","2,9",,,,
"20,74","80,33","12,6","3,1",,,,
"20,76","80,4","15,7","3,2",,,,
"20,78","80,47","17,8","3,2",,,,
"20,8","80,54","18,9","3,3",,,,
"20,82","80,61","19,1","3,3",,,,
"20,84","80,68","17,7","3,2",,,,
"20,86","80,75","15,2","3,2",,,,
"20,88","80,82","12,1","3,1",,,,
"20,9","80,89","8,8","2,9",,,,
"20,92","80,96","5,7","2,8",,,,
"20,94","81,03","3,2","2,5",,,,
"20,96","81,11","1,4","2,2",,,,
"20,98","81,19","0,7","1,8",,,,
21,"81,26",1,2,,,,
"21,02","81,34",2,"2,3",,,,
"21,04","81,41","3,2","2,5",,,,
"21,06","81,49","4,3","2,6",,,,
"21,08","81,56","5,3","2,7",,,,
"21,1","81,64","5,7","2,8",,,,
"21,12","81,72","5,7","2,8",,,,
"21,14","81,81","5,2","2,7",,,,
"21,16","81,9","4,2","2,6",,,,
"21,18","81,99","2,9","2,5",,,,
"21,2","82,09","1,7","2,2",,,,
"21,22","82,19",1,2,,,,
"21,24","82,3","0,7","1,9",,,,
"21,26","82,39","0,8","1,9",,,,
"21,28","82,48",1,2,,,,
"21,3","82,56",1,2,,,,
"21,32","82,63",1,2,,,,
"21,34","82,69",1,2,,,,
"21,36","82,74","0,9",2,,,,
"21,38","82,79","0,9",2,,,,
"21,4","82,82","0,9","1,9",,,,
"21,42","82,85","0,8","1,9",,,,
"21,44","82,89","0,8","1,9",,,,
"21,46","82,92","0,8","1,9",,,,
"21,48","82,96","0,7","1,9",,,,
"21,5",83,"0,7","1,9",,,,
"21,52","83,04","0,7","1,9",,,,
"21,54","83,09","0,7","1,9",,,,
"21,56","83,16","0,7","1,9",,,,
"21,58","83,24","0,8","1,9",,,,
"21,6","83,33","0,8","1,9",,,,
"21,62","83,44","0,8","1,9",,,,
"21,64","83,56","0,8","1,9",,,,
"21,66","83,69","0,8","1,9",,,,
"21,68","83,82","1,1",2,,,,
"21,7","83,95","1,6","2,2",,,,
"21,72","84,04",2,"2,3",,,,
"21,74","84,11",2,"2,3",,,,
"21,76","84,16","1,9","2,3",,,,
"21,78","84,22","1,8","2,3",,,,
"21,8","84,29","1,7","2,2",,,,
"21,82","84,36","1,5","2,2",,,,
"21,84","84,43","1,1","2,1",,,,
"21,86","84,5","0,9","1,9",,,,
"21,88","84,57","0,8","1,9",,,,
"21,9","84,64","0,8","1,9",,,,
"21,92","84,71",1,2,,,,
"21,94","84,77","1,4","2,1",,,,
"21,96","84,82","1,8","2,3",,,,
"21,98","84,87","2,2","2,3",,,,
22,"84,93","2,6","2,4",,,,
"22,02","84,99","3,1","2,5",,,,
"22,04","85,06","3,6","2,6",,,,
"22,06","85,13","4,2","2,6",,,,
"22,08","85,2","4,2","2,6",,,,
"22,1","85,26","3,9","2,6",,,,
"22,12","85,33","3,6","2,6",,,,
"22,14","85,4","3,1","2,5",,,,
"22,16","85,48","2,3","2,4",,,,
"22,18","85,56","1,5","2,2",,,,
"22,2","85,64","0,9","1,9",,,,
"22,22","85,72","0,7","1,8",,,,
"22,24","85,8","0,8","1,9",,,,
"22,26","85,88","1,3","2,1",,,,
"22,28","85,97","2,2","2,3",,,,
"22,3","86,06","3,3","2,5",,,,
"22,32","86,14","4,2","2,6",,,,
"22,34","86,23","4,8","2,7",,,,
"22,36","86,32","4,9","2,7",,,,
"22,38","86,4","4,6","2,7",,,,
"22,4","86,49","3,9","2,6",,,,
"22,42","86,58",3,"2,5",,,,
"22,44","86,66",2,"2,3",,,,
"22,46","86,74","1,2","2,1",,,,
"22,48","86,83","0,7","1,9",,,,
"22,5","86,92","0,6","1,8",,,,
"22,52",87,"0,9",2,,,,
"22,54","87,08","1,5","2,2",,,,
"22,56","87,15","2,2","2,3",,,,
"22,58","87,21","2,7","2,4",,,,
"22,6","87,27","3,1","2,5",,,,
"22,62","87,33","3,4","2,5",,,,
"22,64","87,4","3,6","2,6",,,,
"22,66","87,47","3,7","2,6",,,,
"22,68","87,54","3,6","2,6",,,,
"22,7","87,6","3,3","2,5",,,,
"22,72","87,67","2,8","2,4",,,,
"22,74","87,74","2,3","2,4",,,,
"22,76","87,82","1,7","2,2",,,,
"22,78","87,91","1,2","2,1",,,,
"22,8","88,01","0,7","1,9",,,,
"22,82","88,12","0,6","1,8",,,,
"22,84","88,23","0,9","1,9",,,,
"22,86","88,34","1,4","2,1",,,,
"22,88","88,44","1,8","2,3",,,,
"22,9","88,54",2,"2,3",,,,
"22,92","88,62",2,"2,3",,,,
"22,94","88,7","1,8","2,3",,,,
"22,96","88,77","1,7","2,2",,,,
"22,98","88,85","1,5","2,2",,,,
23,"88,93","1,2","2,1",,,,
"23,02","89,02","0,9",2,,,,
"23,04","89,1","0,8","1,9",,,,
"23,06","89,19","0,7","1,9",,,,
"23,08","89,27","0,7","1,8",,,,
"23,1","89,36","0,7","1,9",,,,
"23,12","89,44","0,8","1,9",,,,
"23,14","89,51","0,9","1,9",,,,
"23,16","89,58","0,9","1,9",,,,
"23,18","89,65","0,9","1,9",,,,
"23,2","89,73","0,9","1,9",,,,
"23,22","89,8","0,8","1,9",,,,
"23,24","89,88","0,8","1,9",,,,
"23,26","89,95","0,8","1,9",,,,
"23,28","90,02","0,7","1,9",,,,
"23,3","90,1","0,7","1,8",,,,
"23,32","90,17","0,7","1,8",,,,
"23,34","90,26","0,7","1,8",,,,
"23,36","90,36","0,7","1,8",,,,
"23,38","90,46","0,7","1,8",,,,
"23,4","90,56","0,7","1,8",,,,
"23,42","90,67","0,7","1,8",,,,
"23,44","90,77","0,7","1,8",,,,
"23,46","90,87","0,7","1,9",,,,
"23,48","90,97","0,8","1,9",,,,
"23,5","91,07","0,9","1,9",,,,
"23,52","91,16","0,9",2,,,,
"23,54","91,25","0,9",2,,,,
"23,56","91,34","0,9","1,9",,,,
"23,58","91,43","0,8","1,9",,,,
"23,6","91,52","0,7","1,9",,,,
"23,62","91,61","0,7","1,8",,,,
"23,64","91,7","0,7","1,8",,,,
"23,66","91,79","0,8","1,9",,,,
"23,68","91,89",1,2,,,,
"23,7","91,98","1,2","2,1",,,,
"23,72","92,08","1,5","2,2",,,,
"23,74","92,19","1,7","2,2",,,,
"23,76","92,29","1,7","2,2",,,,
"23,78","92,39","1,5","2,2",,,,
"23,8","92,47","1,2","2,1",,,,
"23,82","92,56",1,2,,,,
"23,84","92,65","0,8","1,9",,,,
"23,86","92,74","0,6","1,8",,,,
"23,88","92,82","0,7","1,9",,,,
"23,9","92,89","0,9",2,,,,
"23,92","92,96","1,2","2,1",,,,
"23,94","93,02","1,4","2,2",,,,
"23,96","93,08","1,7","2,2",,,,
"23,98","93,15",2,"2,3",,,,
24,"93,21","2,1","2,3",,,,
"24,02","93,27","2,2","2,3",,,,
"24,04","93,34","2,3","2,4",,,,
"24,06","93,42","2,1","2,3",,,,
"24,08","93,5","1,9","2,3",,,,
"24,1","93,57","1,5","2,2",,,,
"24,12","93,64","1,2","2,1",,,,
"24,14","93,69",1,2,,,,
"24,16","93,73","0,9","1,9",,,,
"24,18","93,77","0,8","1,9",,,,
"24,2","93,81","0,7","1,9",,,,
"24,22","93,85","0,7","1,8",,,,
"24,24","93,9","0,7","1,9",,,,
"24,26","93,96","0,8","1,9",,,,
"24,28","94,02",1,2,,,,
"24,3","94,08","1,2","2,1",,,,
"24,32","94,14","1,5","2,2",,,,
"24,34","94,21","1,8","2,2",,,,
"24,36","94,28",2,"2,3",,,,
"24,38","94,35","2,2","2,3",,,,
"24,4","94,43","2,2","2,4",,,,
"24,42","94,5","2,1","2,3",,,,
"24,44","94,57","1,8","2,3",,,,
"24,46","94,66","1,5","2,2",,,,
"24,48","94,75","1,2","2,1",,,,
"24,5","94,85","0,8","1,9",,,,
"24,52","94,93","0,6","1,8",,,,
"24,54","95,01","0,7","1,8",,,,
"24,56","95,08","0,8","1,9",,,,
"24,58","95,16","0,9",2,,,,
"24,6","95,23","1,1",2,,,,
"24,62","95,3","1,3","2,1",,,,
"24,64","95,38","1,5","2,2",,,,
"24,66","95,45","1,5","2,2",,,,
"24,68","95,53","1,5","2,2",,,,
"24,7","95,61","1,4","2,2",,,,
"24,72","95,68","1,3","2,1",,,,
"24,74","95,76","1,1",2,,,,
"24,76","95,84","0,9",2,,,,
"24,78","95,92","0,8","1,9",,,,
"24,8",96,"0,7","1,8",,,,
"24,82","96,08","0,7","1,8",,,,
"24,84","96,17","0,7","1,8",,,,
"24,86","96,26","0,7","1,9",,,,
"24,88","96,36","0,8","1,9",,,,
"24,9","96,47","0,9","1,9",,,,
"24,92","96,58","0,9","1,9",,,,
"24,94","96,69","0,8","1,9",,,,
"24,96","96,83","0,8","1,9",,,,
"24,98","96,96","0,7","1,8",,,,
25,"97,09","0,7","1,8",,,,
"25,02","97,22","0,7","1,8",,,,
"25,04","97,36","0,7","1,8",,,,
"25,06","97,5","0,7","1,8",,,,
"25,08","97,65","0,7","1,8",,,,
"25,1","97,79","0,7","1,8",,,,
"25,12","97,92","0,7","1,9",,,,
"25,14","98,04","0,7","1,9",,,,
"25,16","98,15","0,8","1,9",,,,
"25,18","98,24","0,7","1,9",,,,
"25,2","98,34","0,7","1,8",,,,
"25,22","98,43","0,7","1,8",,,,
"25,24","98,51","0,7","1,8",,,,
"25,26","98,58","0,7","1,8",,,,
"25,28","98,65","0,7","1,8",,,,
"25,3","98,71","0,7","1,9",,,,
"25,32","98,78","0,8","1,9",,,,
"25,34","98,87","0,8","1,9",,,,
"25,36","98,98",1,2,,,,
"25,38","99,1","1,1",2,,,,
"25,4","99,22","1,2","2,1",,,,
"25,42","99,32","1,1",2,,,,
"25,44","99,4",1,2,,,,
"25,46","99,49","0,9","1,9",,,,
"25,48","99,57","0,8","1,9",,,,
"25,5","99,66","0,7","1,8",,,,
"25,52","99,73","0,6","1,8",,,,
"25,54","99,8","0,7","1,8",,,,
"25,56","99,87","0,8","1,9",,,,
"25,58","99,96","0,9","1,9",,,,
"25,6","100,04",1,2,,,,
"25,62","100,12","1,2","2,1",,,,
"25,64","100,19","1,3","2,1",,,,
"25,66","100,27","1,4","2,1",,,,
"25,68","100,34","1,4","2,2",,,,
"25,7","100,43","1,4","2,1",,,,
"25,72","100,53","1,2","2,1",,,,
"25,74","100,64",1,2,,,,
"25,76","100,74","0,8","1,9",,,,
"25,78","100,85","0,6","1,8",,,,
"25,8","100,97","0,7","1,8",,,,
"25,82","101,08","0,8","1,9",,,,
"25,84","101,18",1,2,,,,
"25,86","101,29","1,3","2,1",,,,
"25,88","101,39","1,4","2,1",,,,
"25,9","101,49","1,4","2,1",,,,
"25,92","101,59","1,3","2,1",,,,
"25,94","101,69","1,1",2,,,,
"25,96","101,8","0,9","1,9",,,,
"25,98","101,91","0,7","1,8",,,,
26,"102,02","0,6","1,8",,,,
"26,02","102,12","0,7","1,8",,,,
"26,04","102,22","0,8","1,9",,,,
"26,06","102,3","0,9","1,9",,,,
"26,08","102,36",1,2,,,,
"26,1","102,4",1,2,,,,
"26,12","102,44",1,2,,,,
"26,14","102,46","1,1",2,,,,
"26,16","102,49",1,2,,,,
"26,18","102,51",1,2,,,,
"26,2","102,54",1,2,,,,
"26,22","102,57",1,2,,,,
"26,24","102,62",1,2,,,,
"26,26","102,67",1,2,,,,
"26,28","102,73","0,9",2,,,,
"26,3","102,8","0,9","1,9",,,,
"26,32","102,87","0,8","1,9",,,,
"26,34","102,94","0,7","1,9",,,,
"26,36","103,01","0,7","1,8",,,,
"26,38","103,08","0,7","1,8",,,,
"26,4","103,15","0,7","1,8",,,,
"26,42","103,21","0,7","1,8",,,,
"26,44","103,28","0,7","1,8",,,,
"26,46","103,35","0,7","1,8",,,,
"26,48","103,43","0,7","1,9",,,,
"26,5","103,51","0,7","1,9",,,,
"26,52","103,6","0,7","1,9",,,,
"26,54","103,7","0,7","1,9",,,,
"26,56","103,8","0,7","1,9",,,,
